Total_Goals,H_Goal_Conversion,A_Goal_Conversion,Expected_Goals_Home,Expected_Goals_Away,H_Shot_Efficiency,A_Shot_Efficiency,H_Attack_Intensity,A_Attack_Intensity,Match_Intensity,H_Avg_Goals_Last5,A_Avg_Goals_Last5,H_Avg_Corners_Last5,A_Avg_Corners_Last5
6,0.2222222222222222,0.5,3.0999999999999996,3.0,0.75,0.7272727272727273,25,25,50,0.8,2.0,8.2,7.6
2,0.18181818181818182,0.0,4.1,0.7,0.8461538461538461,0.3333333333333333,32,9,41,0.4,0.4,8.6,1.8
5,0.25,0.2727272727272727,3.7,3.6999999999999997,0.5714285714285714,0.5789473684210527,35,34,69,0.6,0.4,7.2,6.2
2,0.2857142857142857,0.0,2.4000000000000004,2.4,0.6363636363636364,0.6666666666666666,21,21,42,1.4,1.4,6.6,6.2
4,0.3,0.14285714285714285,3.7,2.8000000000000003,0.6666666666666666,0.6363636363636364,32,25,57,2.2,1.4,7.4,4.2
2,0.0,0.3333333333333333,1.9999999999999998,2.8,0.5454545454545454,0.42857142857142855,19,30,49,1.8,3.0,6.0,5.0
4,0.125,0.6,2.7,1.8,0.5714285714285714,0.45454545454545453,25,19,44,1.4,1.8,7.0,4.8
4,0.0,0.4444444444444444,1.4,3.0999999999999996,0.4,0.5,15,31,46,1.0,2.2,6.6,5.4
1,0.125,0.0,3.0,3.3,0.47058823529411764,0.5,31,33,64,1.4,1.0,5.8,4.2
2,0.3333333333333333,0.0,3.4,1.3,0.4,0.5714285714285714,37,12,49,2.0,0.8,4.8,3.0
2,0.0,0.5,4.6,1.2,0.6842105263157895,0.8,39,9,48,1.4,1.6,5.2,3.6
2,0.0,0.6666666666666666,2.1,1.4,0.4166666666666667,0.42857142857142855,23,15,38,1.6,1.8,6.4,5.0
4,0.25,0.3333333333333333,4.1,1.2,0.7058823529411765,0.6,34,11,45,1.4,1.2,6.6,4.2
3,0.0,0.375,2.6,2.7,0.5384615384615384,0.7272727272727273,25,22,47,1.6,0.4,7.8,5.0
3,0.2,0.14285714285714285,3.5,2.4000000000000004,0.5263157894736842,0.5384615384615384,34,23,57,1.6,1.4,9.6,2.6
4,0.25,0.2222222222222222,2.9,3.5,0.47058823529411764,0.5625,30,33,63,1.4,0.8,7.0,6.2
0,0.0,0.0,2.6,3.2,0.4,0.5,28,32,60,1.4,1.0,6.8,5.8
4,0.5,0.0,3.1,0.5,0.5714285714285714,0.0,29,12,41,1.8,1.2,5.4,4.2
2,0.2,0.3333333333333333,2.6,1.2,0.23809523809523808,0.6,37,11,48,1.0,1.0,8.0,5.4
2,0.0,0.5,3.4,1.6,0.4090909090909091,0.5,38,16,54,1.0,1.2,4.8,6.0
2,0.2222222222222222,0.0,3.4,1.4,0.6428571428571429,0.4444444444444444,30,15,45,0.8,1.0,5.8,4.2
4,0.18181818181818182,0.4,3.5,1.9,0.7857142857142857,0.5555555555555556,27,18,45,1.2,1.0,3.4,4.0
1,0.0,1.0,3.2,0.6000000000000001,0.42105263157894735,0.3333333333333333,35,7,42,1.6,0.2,5.8,3.8
4,0.2857142857142857,0.6666666666666666,3.0,1.2,0.5,0.375,30,14,44,2.2,0.2,7.4,3.0
3,0.3333333333333333,0.2,2.0999999999999996,2.3,0.42857142857142855,0.5555555555555556,23,22,45,1.0,1.2,6.2,3.8
0,0.0,0.0,3.8,2.8,0.75,0.5333333333333333,32,27,59,2.0,0.8,4.0,5.2
3,0.5,0.0,2.5999999999999996,3.4,0.6666666666666666,0.625,23,30,53,1.6,1.0,9.8,4.0
1,0.14285714285714285,0.0,2.8000000000000003,1.2000000000000002,0.5833333333333334,0.2857142857142857,26,15,41,3.6,0.6,7.8,7.6
2,0.14285714285714285,0.0,5.300000000000001,2.6,0.5833333333333334,0.7777777777777778,49,21,70,2.0,1.2,7.8,3.8
2,0.3333333333333333,0.3333333333333333,1.4,1.2999999999999998,0.42857142857142855,0.42857142857142855,15,14,29,1.2,0.4,7.8,1.8
2,0.16666666666666666,0.16666666666666666,2.4,2.4,0.4,0.75,27,20,47,2.2,0.0,7.0,3.6
4,0.23076923076923078,0.25,4.8,1.6,0.7222222222222222,0.6666666666666666,40,14,54,1.2,0.8,3.0,4.6
2,0.16666666666666666,0.1111111111111111,2.5,3.3,0.5454545454545454,0.6923076923076923,24,28,52,0.4,1.4,5.6,3.8
2,0.0,0.6666666666666666,1.9,1.6,0.6666666666666666,0.375,17,18,35,0.6,1.8,5.2,2.8
3,0.2,0.4,1.9,2.1,0.5555555555555556,0.38461538461538464,18,24,42,0.8,1.4,4.0,4.0
4,0.3333333333333333,0.0,4.1,0.2,0.5454545454545454,0.0,39,5,44,1.2,1.0,2.8,4.4
2,0.1111111111111111,0.25,3.4,2.3,0.8181818181818182,0.3333333333333333,27,27,54,2.0,1.2,6.4,5.6
3,0.2,0.16666666666666666,3.8,2.4,0.7692307692307693,0.6,31,22,53,0.4,1.2,6.8,4.8
3,0.14285714285714285,0.2857142857142857,3.1,2.3000000000000003,0.4117647058823529,0.5833333333333334,34,21,55,1.8,1.4,7.2,6.8
2,0.0,0.25,1.9,3.3,0.6,0.5,17,33,50,1.4,1.0,7.0,6.6
2,0.5,0.0,1.8,2.3,0.5,0.6666666666666666,18,20,38,1.6,0.6,6.6,5.0
1,0.0,0.07142857142857142,2.6,5.2,0.5384615384615384,0.6666666666666666,25,45,70,1.4,2.2,4.4,4.2
3,0.1111111111111111,0.3333333333333333,3.6999999999999997,2.0999999999999996,0.6923076923076923,0.5,32,21,53,2.6,0.8,7.2,5.6
6,0.3333333333333333,0.5,3.9,1.9999999999999998,0.5294117647058824,0.6666666666666666,38,17,55,1.0,1.8,7.4,5.4
5,0.5,0.25,1.6,3.9999999999999996,0.4,0.75,18,32,50,1.2,1.2,6.4,6.4
1,0.0,0.5,2.8000000000000003,1.4,0.5384615384615384,0.2857142857142857,27,17,44,2.0,2.4,6.2,8.0
1,0.0,0.14285714285714285,3.2,2.8000000000000003,0.5,0.5384615384615384,32,27,59,1.6,2.0,8.0,3.4
4,0.3333333333333333,0.0,4.199999999999999,0.5,0.7058823529411765,0.25,35,7,42,2.6,1.4,9.8,5.4
3,0.375,0.0,3.0,2.6999999999999997,0.5,0.6666666666666666,30,24,54,1.4,1.6,6.2,4.8
1,0.125,0.0,3.1,1.2,0.7272727272727273,0.375,26,14,40,0.8,3.0,9.4,6.0
3,0.0,0.42857142857142855,2.4,2.5,0.6666666666666666,0.7,21,21,42,0.6,1.2,7.4,4.2
4,0.08333333333333333,0.75,4.3,1.4,0.631578947368421,0.6666666666666666,38,12,50,2.2,2.2,6.6,8.4
1,0.0,0.25,0.8,2.0,0.3333333333333333,0.5714285714285714,9,19,28,0.6,1.4,6.6,5.8
4,0.4,0.4,1.9,1.9,0.5555555555555556,0.7142857142857143,18,16,34,2.0,0.4,6.4,4.0
2,0.14285714285714285,0.16666666666666666,2.7,2.3,0.5384615384615384,0.75,26,19,45,1.2,1.0,5.8,4.0
2,0.3333333333333333,0.1111111111111111,0.8999999999999999,3.0,0.375,0.5625,11,28,39,0.4,0.8,5.4,5.6
1,0.0,0.1111111111111111,2.9,3.3,0.5,0.4090909090909091,29,37,66,1.4,0.8,8.0,4.6
7,0.6,0.5714285714285714,1.8,2.6,0.45454545454545453,0.5384615384615384,19,25,44,0.8,0.4,3.4,3.6
5,0.4,0.3333333333333333,3.7,0.9999999999999999,0.625,0.3333333333333333,33,13,46,0.8,1.0,4.8,7.2
3,1.0,0.5,1.0,1.4,0.6666666666666666,0.3333333333333333,9,16,25,1.2,1.6,5.4,6.0
7,0.125,0.35294117647058826,2.7,5.6,0.5,0.7727272727272727,27,44,71,1.6,0.4,3.6,7.8
0,0.0,0.0,3.5,1.1,0.6923076923076923,0.6666666666666666,30,10,40,1.4,1.6,6.4,5.8
0,0.0,0.0,2.5999999999999996,2.8,0.4,0.6666666666666666,29,24,53,1.6,1.2,5.8,5.2
3,0.375,0.0,3.1,0.9,0.5,0.2857142857142857,31,12,43,0.8,0.8,4.8,3.2
2,0.3333333333333333,0.14285714285714285,1.2,3.3000000000000003,0.3,0.6363636363636364,16,30,46,1.0,0.8,6.4,3.6
1,0.1,0.0,3.6,2.5999999999999996,0.6666666666666666,0.375,31,30,61,2.0,1.2,9.4,4.4
6,0.5,0.0,3.9999999999999996,1.9,0.6666666666666666,0.625,34,17,51,1.6,0.6,7.6,4.0
4,0.25,0.0,5.9,1.6,0.6666666666666666,0.4,51,18,69,1.8,0.6,7.8,5.4
3,0.125,0.2857142857142857,3.3,2.4000000000000004,0.4444444444444444,0.5833333333333334,35,22,57,3.6,1.4,9.2,3.0
1,0.16666666666666666,0.0,2.8,2.5,0.5454545454545454,0.5454545454545454,27,24,51,2.2,0.6,7.6,3.0
4,0.25,0.5,3.0,1.7,0.5,0.5,30,17,47,1.4,1.6,7.0,3.4
2,0.5,0.16666666666666666,0.9,1.9999999999999998,0.2857142857142857,0.5,12,20,32,1.6,2.2,4.8,5.6
2,0.3333333333333333,0.0,2.4,3.8,0.6666666666666666,0.6428571428571429,21,34,55,0.6,1.4,6.6,6.8
1,0.0,0.25,2.6,1.6,0.4117647058823529,0.3333333333333333,29,20,49,1.4,1.6,6.2,3.6
4,0.23076923076923078,0.1111111111111111,4.2,4.0,0.8125,0.6,32,37,69,0.8,0.2,7.2,4.8
2,0.07692307692307693,0.2,5.0,1.7,0.65,0.625,44,15,59,1.4,2.2,7.8,3.6
0,0.0,0.0,2.1,2.0,0.4,0.7142857142857143,23,17,40,2.2,1.8,5.4,3.8
0,0.0,0.0,3.2,0.5,0.42105263157894735,0.2,35,8,43,0.6,0.8,5.2,4.4
4,0.125,0.5,3.4,2.8,0.6153846153846154,0.6,31,26,57,1.4,1.6,3.8,4.2
3,0.5,0.5,2.0,1.0,0.3333333333333333,0.2222222222222222,24,15,39,1.4,1.0,9.0,3.6
1,0.25,0.0,1.2,2.8,0.5714285714285714,0.5333333333333333,11,27,38,2.0,2.2,7.0,5.2
0,0.0,0.0,3.1,2.8000000000000003,0.6153846153846154,0.5384615384615384,28,27,55,2.4,1.2,8.8,5.6
0,0.0,0.0,2.9000000000000004,2.0,0.5833333333333334,0.5,27,20,47,1.2,0.8,7.0,3.8
2,0.3333333333333333,0.0,2.6999999999999997,2.2,0.6666666666666666,0.4166666666666667,24,24,48,1.6,1.2,4.4,5.0
4,0.3333333333333333,0.0,4.1,3.8,0.9230769230769231,0.5,30,38,68,2.2,1.4,7.8,4.2
2,0.2,0.08333333333333333,2.3,4.6,0.7142857142857143,0.6,20,42,62,1.0,1.2,7.8,5.2
2,0.25,0.3333333333333333,2.1,1.5,0.5,0.42857142857142855,21,16,37,1.4,2.2,6.8,3.4
2,0.25,0.0,3.0,1.3,0.7272727272727273,0.25,25,17,42,1.2,0.4,4.8,6.0
2,0.16666666666666666,0.3333333333333333,2.0999999999999996,1.0999999999999999,0.5454545454545454,0.42857142857142855,20,12,32,1.0,0.6,5.6,3.4
2,0.0,0.4,2.0,1.6,0.3076923076923077,0.5,25,16,41,1.2,0.4,6.0,4.8
3,0.2222222222222222,0.2,3.0999999999999996,1.5,0.6,0.5555555555555556,28,14,42,2.0,1.6,6.2,3.6
3,0.6666666666666666,0.14285714285714285,1.2,3.0,0.42857142857142855,0.5384615384615384,13,29,42,1.4,2.2,6.8,5.4
3,0.0,0.5,3.5,1.9999999999999998,0.5,0.5454545454545454,35,19,54,1.0,1.2,8.6,3.4
3,0.5,0.3333333333333333,1.7,2.0,0.4,0.25,19,26,45,0.6,2.0,5.8,5.6
3,0.2727272727272727,0.0,3.6999999999999997,1.1,0.6875,0.2857142857142857,31,14,45,1.6,0.6,7.0,2.2
4,0.4,0.16666666666666666,1.8,4.199999999999999,0.4166666666666667,0.631578947368421,20,37,57,1.0,1.8,5.0,3.6
3,0.1111111111111111,0.3333333333333333,3.0,2.5,0.5625,0.6,28,23,51,1.8,1.0,8.0,8.4
1,0.2,0.0,1.9,3.7,0.4166666666666667,0.47058823529411764,21,38,59,1.8,0.4,6.0,5.2
4,0.3333333333333333,0.5,2.4,1.6,0.5454545454545454,0.5714285714285714,23,15,38,2.0,1.2,6.0,3.6
1,0.0,0.25,5.1,1.5,0.42857142857142855,0.4444444444444444,55,16,71,1.2,1.2,8.0,4.4
8,0.36363636363636365,0.4,3.8,3.2,0.55,0.5882352941176471,36,29,65,2.2,1.2,8.2,4.2
2,0.0,0.2222222222222222,1.9,3.0999999999999996,0.5714285714285714,0.5294117647058824,18,30,48,0.6,1.6,7.6,7.0
3,0.3333333333333333,0.25,1.2999999999999998,3.3,0.5,0.5,13,33,46,1.8,2.0,6.2,5.6
3,0.16666666666666666,0.18181818181818182,2.6999999999999997,3.9,0.35294117647058826,0.9166666666666666,32,29,61,0.8,0.6,6.8,5.4
0,0.0,0.0,1.5,1.1,0.2727272727272727,0.3333333333333333,20,13,33,0.4,0.6,6.6,4.4
2,0.3333333333333333,0.0,2.1999999999999997,0.8,0.6,0.25,20,10,30,2.2,2.6,5.6,6.0
2,0.125,0.14285714285714285,2.6,3.0,0.5,0.7777777777777778,26,25,51,1.2,0.8,4.6,3.8
3,0.5,0.18181818181818182,0.7,3.5999999999999996,0.4,0.6111111111111112,8,32,40,0.6,1.6,4.2,5.8
2,0.07692307692307693,0.1111111111111111,4.9,3.1999999999999997,0.5652173913043478,0.5294117647058824,46,31,77,1.0,1.0,8.2,5.8
5,0.5,0.3333333333333333,1.5,3.5999999999999996,0.5,0.6,15,33,48,1.2,1.0,3.2,5.2
4,0.5714285714285714,0.0,2.4000000000000004,2.0,0.6363636363636364,0.8333333333333334,21,16,37,1.8,0.8,3.2,3.8
3,0.2,0.2,1.8,4.0,0.625,0.7142857142857143,16,34,50,1.6,1.4,5.2,6.4
4,0.2,0.6666666666666666,4.2,1.2,0.5882352941176471,0.3,39,16,55,1.4,1.0,4.8,6.2
3,0.0,0.3333333333333333,1.4,3.4,0.375,0.6,16,31,47,1.4,1.2,3.4,6.4
2,0.2857142857142857,0.0,2.9000000000000004,1.6,0.5833333333333334,0.5714285714285714,27,15,42,1.0,1.2,6.0,4.0
4,0.5,0.0,2.7,2.4,0.6153846153846154,0.7142857142857143,24,21,45,1.6,1.2,6.8,4.0
2,0.25,0.1,1.4,3.6,0.6666666666666666,0.5882352941176471,12,33,45,1.2,1.8,5.8,3.8
4,0.3333333333333333,0.2222222222222222,2.5,3.1999999999999997,0.5,0.5625,25,30,55,1.0,1.0,6.8,5.2
8,0.5,0.4444444444444444,2.6,3.3,0.8,0.6,20,30,50,1.2,0.8,6.0,5.4
3,0.5,0.1,1.7,3.7,0.4444444444444444,0.7142857142857143,18,31,49,1.2,1.0,6.0,4.8
0,0.0,0.0,3.1,1.8,0.5384615384615384,0.625,30,16,46,2.0,0.4,9.0,5.4
3,0.3333333333333333,0.25,3.2,1.5,0.46153846153846156,0.4444444444444444,33,16,49,2.6,0.4,6.6,4.8
4,0.5,0.0,2.8,0.9999999999999999,0.8,0.2727272727272727,22,15,37,0.8,1.6,10.0,2.4
7,0.3333333333333333,0.14285714285714285,6.199999999999999,2.6,0.72,0.6363636363636364,51,23,74,1.8,0.8,9.0,5.4
2,0.25,0.0,3.0,0.1,0.42105263157894735,0.0,33,1,34,2.2,0.6,8.2,3.6
1,0.2,0.0,2.3,1.4,0.4166666666666667,0.5,25,14,39,2.8,2.4,10.2,5.4
1,0.0,0.25,2.0,1.6,0.2777777777777778,0.5714285714285714,28,15,43,1.2,0.8,9.6,3.6
2,0.2,0.25,1.9,1.8,0.5,0.36363636363636365,19,21,40,1.4,1.8,5.2,4.0
5,0.125,0.4,2.8,3.7,0.5714285714285714,0.7692307692307693,26,30,56,1.2,0.4,8.2,7.0
2,0.0,0.3333333333333333,2.1999999999999997,2.1999999999999997,0.35294117647058826,0.5,27,22,49,2.4,1.2,9.4,2.2
6,0.23076923076923078,0.5,4.5,1.9,0.65,0.5,39,19,58,1.4,0.6,8.8,4.8
2,0.5,0.1,1.0,4.9,0.5,0.47619047619047616,10,50,60,1.0,0.8,7.6,7.4
4,0.3333333333333333,0.15384615384615385,2.1999999999999997,4.3,0.5454545454545454,0.7647058823529411,21,34,55,1.2,0.4,7.6,3.4
3,0.13333333333333333,0.14285714285714285,5.3,2.3000000000000003,0.75,0.5833333333333334,43,21,64,2.0,0.8,6.0,4.8
2,0.1111111111111111,0.0,7.0,3.0,0.6923076923076923,0.6923076923076923,60,25,85,2.6,1.4,8.4,6.4
2,0.0,0.16666666666666666,2.9,4.199999999999999,0.6428571428571429,0.631578947368421,25,37,62,1.8,1.8,7.2,6.2
1,0.08333333333333333,0.0,4.3,0.6000000000000001,0.5714285714285714,0.125,40,12,52,2.0,0.4,5.6,2.4
0,0.0,0.0,0.6000000000000001,3.7,0.14285714285714285,0.5555555555555556,11,35,46,0.4,1.8,6.6,3.8
1,0.0,0.1111111111111111,2.6,3.3,0.5833333333333334,0.47368421052631576,24,34,58,1.4,1.4,5.2,2.2
5,0.3076923076923077,0.2,4.6,1.9,0.5652173913043478,0.5555555555555556,43,18,61,1.0,1.2,8.2,6.2
3,0.3333333333333333,0.2,2.5999999999999996,1.7,0.3333333333333333,0.625,32,15,47,1.8,0.6,7.4,3.2
4,0.2727272727272727,0.2,3.6999999999999997,1.8,0.6470588235294118,0.45454545454545453,32,19,51,2.2,1.6,3.4,2.4
5,0.125,0.6666666666666666,9.1,0.8999999999999999,0.6857142857142857,1.0,78,6,84,2.4,0.6,9.8,5.2
2,0.16666666666666666,0.0,4.5,2.1,0.5714285714285714,0.5555555555555556,42,20,62,1.2,0.4,3.6,4.6
4,0.25,0.25,2.9,3.3,0.6666666666666666,0.4,25,37,62,1.2,1.4,4.4,4.8
1,0.0,0.1111111111111111,1.6,3.5999999999999996,0.8333333333333334,0.5294117647058824,12,35,47,1.2,2.0,6.8,6.2
1,0.125,0.0,3.0,3.1999999999999997,0.6153846153846154,0.6428571428571429,27,28,55,1.6,1.6,5.2,7.2
2,0.2222222222222222,0.0,3.5999999999999996,2.4000000000000004,0.6,0.7,33,20,53,1.6,0.8,8.6,3.4
5,0.25,0.375,3.3,2.9,0.6666666666666666,0.6666666666666666,29,25,54,1.2,1.6,9.6,4.4
5,0.3,0.2857142857142857,3.9,2.3000000000000003,0.7142857142857143,0.7,33,19,52,1.6,1.2,8.0,6.0
1,0.2,0.0,2.2,2.1999999999999997,0.38461538461538464,0.5,25,22,47,1.2,0.0,5.8,0.0
0,0.0,0.0,1.9,0.6,0.2857142857142857,0.6666666666666666,25,5,30,1.6,0.8,8.8,4.4
1,0.1111111111111111,0.0,3.8,1.8,0.5625,0.4166666666666667,36,20,56,0.2,1.0,7.0,5.0
2,0.14285714285714285,0.25,2.4000000000000004,1.9,0.5,0.4444444444444444,24,20,44,2.2,1.2,4.4,4.4
2,0.2857142857142857,0.0,2.8000000000000003,2.4,0.5,0.45454545454545453,28,25,53,1.2,1.8,4.0,5.8
5,1.0,0.6,1.0,1.9,0.5,0.38461538461538464,10,22,32,0.6,1.8,3.4,4.2
4,0.5,0.3333333333333333,2.1,2.1999999999999997,0.6666666666666666,0.8571428571428571,19,17,36,1.0,1.2,8.8,5.2
5,0.5555555555555556,0.0,3.3,0.9,0.8181818181818182,0.5,26,9,35,1.4,1.2,6.2,4.6
1,0.125,0.0,2.7,1.6,0.6153846153846154,0.2222222222222222,24,26,50,1.4,0.4,6.2,4.4
2,0.14285714285714285,0.5,2.6,0.8,0.5833333333333334,0.2857142857142857,24,11,35,0.8,0.4,8.0,2.8
1,0.14285714285714285,0.0,2.9000000000000004,1.1,0.5833333333333334,0.16666666666666666,27,15,42,1.6,1.6,4.8,5.0
2,0.5,0.0,2.1,0.9,0.5714285714285714,0.6666666666666666,20,8,28,1.4,1.2,6.0,6.4
2,0.0,0.25,1.7,2.8,0.3333333333333333,0.7272727272727273,20,23,43,1.6,1.2,7.0,5.2
3,0.5,0.16666666666666666,1.5,2.3,0.6666666666666666,0.5,13,23,36,1.6,1.0,3.8,9.6
1,0.25,0.0,1.6,1.6,0.4,0.5,18,16,34,1.2,1.0,7.4,4.8
5,0.0,0.625,3.8,2.7,0.55,0.6666666666666666,36,23,59,2.0,1.0,5.6,6.2
2,0.3333333333333333,0.3333333333333333,1.2999999999999998,1.2,0.3333333333333333,0.5,16,12,28,2.2,0.4,6.4,2.8
3,0.3,0.0,3.7,2.4000000000000004,0.6666666666666666,0.5,32,24,56,1.4,1.6,8.6,7.8
1,0.25,0.0,1.8,2.1999999999999997,0.5,0.6,18,20,38,2.8,0.2,8.2,4.2
5,0.2,0.3333333333333333,5.2,2.0999999999999996,0.75,0.6666666666666666,42,18,60,2.6,1.6,12.2,6.6
2,0.0,0.6666666666666666,1.9,0.9999999999999999,0.3333333333333333,0.6,23,9,32,2.2,1.4,8.2,6.0
1,0.14285714285714285,0.0,2.7,2.9000000000000004,0.4375,0.5833333333333334,29,27,56,2.6,1.6,4.2,7.4
3,0.25,0.3333333333333333,2.9,1.2999999999999998,0.4,0.6,33,12,45,2.4,0.8,7.4,3.6
2,0.2,0.0,3.6,1.7,0.625,0.5714285714285714,32,16,48,1.2,1.0,6.4,7.6
0,0.0,0.0,4.1,2.3,0.5625,0.6,39,21,60,1.2,1.6,6.8,5.8
5,0.6666666666666666,0.25,2.5,1.4,0.46153846153846156,0.5714285714285714,26,13,39,1.4,1.4,5.6,3.6
3,0.2857142857142857,0.16666666666666666,2.7,2.1999999999999997,0.7777777777777778,0.4,22,25,47,1.6,1.6,5.2,6.8
2,1.0,0.16666666666666666,0.7,2.5,0.08333333333333333,0.5454545454545454,17,24,41,0.0,1.0,0.0,6.0
5,0.5,0.3333333333333333,2.1999999999999997,2.3,0.6,0.5,20,23,43,0.6,1.4,5.8,5.2
3,0.25,0.2,1.3,3.8,0.4444444444444444,0.5555555555555556,14,36,50,0.8,1.6,4.8,3.0
5,0.6,0.4,2.0,2.1,0.38461538461538464,0.45454545454545453,23,22,45,1.0,2.2,5.0,4.2
1,0.0,0.25,1.9,1.7,0.7142857142857143,0.2857142857142857,16,23,39,1.0,1.4,5.4,6.0
4,0.3333333333333333,0.25,3.3,1.5,0.6428571428571429,0.3076923076923077,29,20,49,0.4,0.4,6.6,6.6
1,0.2,0.0,2.3,2.0,0.5,0.4166666666666667,23,22,45,1.2,0.6,5.4,4.6
6,0.36363636363636365,0.4,3.4,2.0,0.4782608695652174,0.7142857142857143,35,17,52,2.0,1.8,6.2,5.8
4,0.2857142857142857,0.3333333333333333,2.9000000000000004,2.5,0.4666666666666667,0.46153846153846156,30,26,56,1.2,1.2,5.4,6.6
4,0.3333333333333333,0.2727272727272727,0.9999999999999999,4.2,0.42857142857142855,0.5789473684210527,11,39,50,1.0,1.8,6.4,4.4
3,0.5,0.14285714285714285,1.5,3.3000000000000003,0.5,0.5833333333333334,15,31,46,1.0,1.2,5.6,6.6
6,0.8571428571428571,0.0,2.6,1.4,0.6363636363636364,0.6,23,13,36,2.2,1.2,7.0,6.4
6,0.8333333333333334,0.3333333333333333,2.1999999999999997,1.2999999999999998,0.5454545454545454,0.5,21,13,34,0.8,0.6,8.0,6.4
6,0.6666666666666666,0.25,2.3,3.0,0.46153846153846156,0.5714285714285714,24,28,52,2.2,1.2,5.6,5.6
0,0.0,0.0,2.5999999999999996,3.0,0.6666666666666666,0.6153846153846154,23,27,50,2.0,0.4,4.4,5.0
2,0.3333333333333333,0.0,1.9999999999999998,1.8,0.5454545454545454,0.45454545454545453,19,19,38,2.8,1.6,5.2,2.4
2,0.2857142857142857,0.0,2.7,1.7999999999999998,0.7,0.5,23,18,41,1.0,1.8,4.0,6.0
5,0.2727272727272727,0.18181818181818182,4.1,4.1,0.55,0.7857142857142857,39,33,72,2.6,0.8,10.0,3.2
3,0.2,0.14285714285714285,3.9,2.4000000000000004,0.5263157894736842,0.7777777777777778,38,19,57,1.2,1.4,5.8,3.2
2,0.25,0.25,1.8,1.4,0.3076923076923077,0.6666666666666666,23,12,35,1.4,0.8,4.8,4.0
3,0.14285714285714285,0.5,2.9000000000000004,1.7,0.5384615384615384,0.4444444444444444,28,18,46,1.0,0.6,4.6,3.4
5,0.375,0.5,3.1,1.4,0.47058823529411764,0.5714285714285714,32,13,45,1.6,1.4,5.0,4.4
2,0.0,0.25,3.6999999999999997,2.7,0.6428571428571429,0.6666666666666666,33,23,56,2.2,1.4,5.8,2.4
3,0.42857142857142855,0.0,2.6,2.1999999999999997,0.7,0.8571428571428571,22,17,39,1.6,2.2,5.0,6.2
2,0.1,0.2,3.7,2.0,0.5555555555555556,0.5,35,20,55,1.8,0.8,9.0,3.2
2,0.6666666666666666,0.0,1.4,1.0999999999999999,0.3,0.375,18,13,31,1.0,2.0,4.6,3.8
2,0.3333333333333333,0.09090909090909091,1.2999999999999998,4.0,0.42857142857142855,0.9166666666666666,14,30,44,1.0,1.0,7.0,7.2
4,0.25,0.4,2.8,1.9,0.5333333333333333,0.45454545454545453,27,20,47,1.2,2.2,8.8,5.6
0,0.0,0.0,1.2,2.9,0.5714285714285714,0.375,11,33,44,1.4,1.8,3.8,5.4
1,0.14285714285714285,0.0,2.8000000000000003,2.0,0.5,0.4166666666666667,28,22,50,0.4,1.0,8.0,5.2
1,0.2,0.0,1.7,0.7,0.35714285714285715,0.14285714285714285,21,12,33,1.8,0.8,3.6,5.2
4,0.25,0.3,1.6,4.1,0.4,0.5882352941176471,18,38,56,1.2,0.2,4.8,3.8
3,0.4,0.125,1.7,3.4,0.5,0.7272727272727273,17,29,46,0.8,1.2,3.8,4.6
6,0.45454545454545453,1.0,3.9,0.6000000000000001,0.9166666666666666,0.25,29,8,37,1.2,2.0,8.4,4.6
4,0.6,0.16666666666666666,2.0,2.5999999999999996,0.45454545454545453,0.5,21,26,47,1.6,1.2,5.2,6.8
4,0.4,0.25,2.5,2.7,0.3333333333333333,0.5333333333333333,30,26,56,0.8,0.0,8.0,4.0
6,0.375,0.375,2.9,3.3,0.5714285714285714,0.5333333333333333,27,32,59,1.2,0.4,5.0,2.4
1,0.3333333333333333,0.0,2.3,1.0,0.42857142857142855,0.16666666666666666,24,14,38,1.4,1.4,7.6,3.8
4,0.25,0.2,4.3999999999999995,1.8,0.631578947368421,0.5555555555555556,39,17,56,2.8,0.8,11.4,4.0
4,0.5,0.16666666666666666,2.0999999999999996,2.1999999999999997,0.6666666666666666,0.46153846153846156,18,23,41,1.2,0.8,7.2,5.4
3,0.4,1.0,2.1,1.0,0.5,0.25,21,12,33,0.8,1.0,7.2,5.6
4,0.2,0.6666666666666666,3.8,0.8999999999999999,0.7142857142857143,0.75,32,7,39,2.2,0.8,5.4,2.8
2,0.1111111111111111,0.25,3.0999999999999996,1.4,0.6,0.4,28,16,44,1.8,1.2,7.8,4.2
2,0.25,0.0,3.0,1.8,0.5714285714285714,0.4166666666666667,28,20,48,1.8,2.0,8.0,5.6
3,0.25,0.0,4.199999999999999,4.5,0.7058823529411765,0.9285714285714286,35,33,68,2.8,1.2,8.0,4.6
4,0.4,0.25,1.7,2.5,0.5555555555555556,0.5,16,25,41,2.0,0.4,7.0,3.2
4,0.3,0.25,4.1,1.8,0.8333333333333334,0.5714285714285714,33,17,50,1.0,1.4,5.2,5.6
2,0.0,0.2857142857142857,3.4,2.3000000000000003,0.47058823529411764,0.6363636363636364,35,20,55,1.4,1.6,8.4,6.4
2,0.16666666666666666,0.1111111111111111,2.8,3.3,0.375,0.6923076923076923,32,28,60,1.8,0.2,3.6,4.0
5,0.25,0.3333333333333333,2.8,3.4,0.5333333333333333,0.5,27,34,61,1.8,0.6,6.4,7.6
3,0.5,0.0,2.3,1.8,0.6666666666666666,0.5,20,18,38,1.6,1.2,8.0,6.0
