Total_Goals,H_Goal_Conversion,A_Goal_Conversion,Expected_Goals_Home,Expected_Goals_Away,H_Shot_Efficiency,A_Shot_Efficiency,H_Attack_Intensity,A_Attack_Intensity,Match_Intensity,H_Avg_Goals_Last5,A_Avg_Goals_Last5,H_Avg_Corners_Last5,A_Avg_Corners_Last5
4,0.5,0.0,2.8,1.4,0.6153846153846154,0.5,25,14,39,1.0,0.4,4.2,4.0
4,0.5,0.2,1.9999999999999998,2.2,0.5454545454545454,0.4166666666666667,19,24,43,1.6,1.0,4.6,3.8
0,0.0,0.0,2.6999999999999997,1.5,0.35294117647058826,0.4,32,17,49,1.6,1.0,4.4,5.0
2,0.0,0.4,2.6999999999999997,2.1,0.46153846153846156,0.7142857142857143,28,18,46,2.4,1.8,5.2,5.2
2,0.2222222222222222,0.0,3.5,0.9999999999999999,0.4090909090909091,0.5,39,10,49,2.0,1.0,8.6,4.8
5,0.4,0.5,4.1,0.7,0.43478260869565216,0.4,44,8,52,2.2,1.2,4.0,4.2
4,0.2,0.75,3.0,1.5,0.5555555555555556,0.5,29,15,44,0.8,0.2,7.8,7.4
2,0.3333333333333333,0.25,1.4,1.6,0.3333333333333333,0.4,17,18,35,1.2,1.0,3.0,6.6
4,0.2,0.42857142857142855,3.1,2.2,0.4166666666666667,0.6363636363636364,33,19,52,1.0,0.8,6.6,3.2
0,0.0,0.0,0.1,2.1,0.0,0.3076923076923077,4,26,30,2.0,0.2,3.2,6.2
0,0.0,0.0,2.8000000000000003,0.9,0.3181818181818182,0.5,36,9,45,2.6,0.4,8.4,2.6
2,0.2857142857142857,0.0,2.8000000000000003,1.2,0.5833333333333334,0.6,26,11,37,1.8,0.8,9.0,3.0
0,0.0,0.0,1.8,1.7999999999999998,0.4444444444444444,0.6666666666666666,19,15,34,2.0,1.0,6.2,4.2
0,0.0,0.0,2.5999999999999996,1.6,0.42857142857142855,0.42857142857142855,28,17,45,2.0,1.0,6.4,3.6
2,0.3333333333333333,0.3333333333333333,0.8999999999999999,1.4,0.3333333333333333,0.16666666666666666,12,26,38,1.4,1.4,7.8,5.2
3,0.25,0.6666666666666666,1.7,1.2,0.3333333333333333,0.42857142857142855,21,13,34,1.0,1.4,5.2,5.0
2,0.25,0.0,3.0,0.9,0.4,0.3333333333333333,34,11,45,3.0,1.0,11.2,4.2
3,0.2222222222222222,0.3333333333333333,3.5999999999999996,1.2,0.6923076923076923,0.5,31,12,43,1.2,0.4,7.0,5.0
4,0.75,0.5,1.9,0.8,0.2857142857142857,0.5,25,8,33,2.8,1.2,5.6,2.8
4,0.25,0.6666666666666666,3.3,0.9999999999999999,0.47058823529411764,0.5,34,10,44,1.2,0.2,5.4,3.2
1,0.16666666666666666,0.0,2.6999999999999997,0.5,0.5454545454545454,0.3333333333333333,26,6,32,1.2,1.0,9.4,5.0
2,0.5,0.3333333333333333,1.1,2.0,0.5,0.1875,11,30,41,1.6,1.2,5.8,5.6
1,0.2,0.0,1.8,1.2,0.5,0.5,18,12,30,1.2,0.8,5.6,4.2
1,0.0,0.14285714285714285,0.9,2.3000000000000003,0.2222222222222222,0.5384615384615384,14,22,36,1.6,2.2,6.6,6.2
0,0.0,0.0,2.6999999999999997,2.1999999999999997,0.35294117647058826,0.42857142857142855,32,24,56,2.2,0.6,6.4,3.2
3,0.0,0.5,0.9,2.1999999999999997,0.2222222222222222,0.46153846153846156,14,23,37,1.2,0.8,5.8,3.0
1,0.0,0.16666666666666666,1.5,2.5,0.3333333333333333,0.75,19,21,40,1.0,0.2,9.8,7.0
1,0.3333333333333333,0.0,1.2,1.9,0.3333333333333333,0.29411764705882354,15,26,41,1.0,1.8,3.6,5.6
3,0.16666666666666666,0.6666666666666666,2.0999999999999996,1.2999999999999998,0.5454545454545454,0.3,20,17,37,2.0,1.6,7.6,5.2
3,0.4,0.25,1.7,1.9,0.5,0.5,17,19,36,1.8,0.8,3.4,3.8
3,0.3,0.0,3.5,1.2,0.7142857142857143,0.375,29,14,43,1.8,1.4,8.4,5.8
1,1.0,0.0,0.5,0.8,0.125,0.2,11,11,22,1.8,0.6,8.4,7.4
2,0.16666666666666666,0.3333333333333333,2.1999999999999997,1.0999999999999999,0.42857142857142855,0.5,24,11,35,1.8,1.0,3.8,6.4
0,0.0,0.0,1.0999999999999999,0.9,0.3333333333333333,0.2857142857142857,14,12,26,1.6,1.0,6.2,5.0
4,0.5,0.4,1.6,2.2,0.5714285714285714,0.5555555555555556,15,21,36,1.2,1.8,6.6,4.8
1,0.1,0.0,4.1,1.2,0.5882352941176471,0.6,38,11,49,3.2,1.2,9.2,3.4
2,0.25,0.3333333333333333,1.9,1.2999999999999998,0.26666666666666666,0.5,26,13,39,0.8,0.6,4.2,2.4
2,0.25,0.16666666666666666,1.5,2.5999999999999996,0.5,0.375,15,30,45,3.0,1.8,5.6,4.8
3,0.3333333333333333,0.5,2.5,0.8,0.6666666666666666,0.2222222222222222,22,13,35,1.2,0.2,7.2,4.4
0,0.0,0.0,3.5,1.0,0.5,0.6666666666666666,35,9,44,1.2,0.4,9.6,5.4
1,0.0,0.25,1.9,1.5,0.36363636363636365,0.36363636363636365,22,18,40,1.4,0.6,5.6,3.0
2,0.3333333333333333,0.0,2.5999999999999996,0.3,0.5,0.25,26,5,31,1.0,0.6,5.0,4.0
2,0.16666666666666666,0.25,2.6999999999999997,1.8,0.6666666666666666,0.5,24,18,42,1.2,1.2,5.6,6.8
2,0.5,0.0,1.6,2.0,0.36363636363636365,0.6,19,19,38,1.6,1.2,7.4,2.8
2,0.1111111111111111,0.25,3.1999999999999997,1.6,0.42857142857142855,0.3076923076923077,35,21,56,1.4,0.8,6.8,3.8
3,0.2,0.4,2.2,1.6,0.3333333333333333,0.45454545454545453,27,17,44,1.2,0.8,5.8,4.4
4,0.2857142857142857,0.2857142857142857,2.4000000000000004,2.8000000000000003,0.4117647058823529,0.4666666666666667,27,29,56,0.8,1.0,9.2,4.6
1,0.2,0.0,1.6,3.0,0.5555555555555556,0.3684210526315789,15,35,50,1.2,1.2,3.6,3.6
2,0.3333333333333333,0.0,2.0999999999999996,0.8,0.5,0.25,21,12,33,2.2,0.6,7.0,7.6
2,0.2857142857142857,0.0,2.7,1.4,0.6363636363636364,0.3333333333333333,24,17,41,1.6,1.6,3.8,4.8
1,0.0,0.2,2.0999999999999996,2.1,0.5454545454545454,0.5,20,21,41,1.6,0.6,3.4,3.4
1,0.0,0.3333333333333333,1.4,1.4,0.3,0.2727272727272727,18,19,37,2.0,1.0,4.8,4.8
3,0.25,0.2222222222222222,1.7,3.9,0.3076923076923077,0.6,22,36,58,1.0,2.2,5.6,4.2
7,0.6666666666666666,0.5,3.0,0.9,0.5625,0.3333333333333333,28,11,39,1.6,0.4,7.4,7.6
3,0.5,0.0,2.3,1.2000000000000002,0.375,0.5,27,12,39,2.4,1.0,10.4,3.2
0,0.0,0.0,3.5,4.1,0.5882352941176471,0.4583333333333333,32,43,75,1.0,1.0,8.2,4.2
3,0.5,0.14285714285714285,1.8,2.8000000000000003,0.5,0.5384615384615384,18,27,45,1.2,0.2,3.2,3.2
2,0.16666666666666666,0.5,2.1999999999999997,0.7,0.375,0.5,26,7,33,1.4,1.2,6.8,4.6
2,0.1,0.2,4.4,1.8,0.5555555555555556,1.0,42,13,55,0.8,1.4,11.4,5.2
2,0.2857142857142857,0.0,2.5,1.6,0.7777777777777778,0.375,20,18,38,1.4,1.2,4.0,5.8
1,0.0,1.0,2.6,0.9000000000000001,0.4666666666666667,0.16666666666666666,27,13,40,0.4,0.8,6.0,3.0
0,0.0,0.0,1.0,2.9,0.25,0.7272727272727273,14,24,38,1.4,1.2,3.4,5.0
4,0.375,0.2,3.1,1.7,0.38095238095238093,0.7142857142857143,36,14,50,2.0,0.4,6.4,3.4
2,0.08333333333333333,0.5,4.1,0.9,0.6666666666666666,0.3333333333333333,35,11,46,1.2,1.0,6.4,4.6
2,0.0,0.3333333333333333,0.7,1.7999999999999998,0.2857142857142857,0.35294117647058826,10,23,33,1.4,0.8,6.4,5.0
3,0.4,0.3333333333333333,2.1,1.0999999999999999,0.5555555555555556,0.375,20,13,33,0.8,0.6,4.0,3.0
4,0.2857142857142857,0.6666666666666666,2.4000000000000004,1.2,0.4375,0.3,26,16,42,1.0,0.8,5.4,5.0
3,0.3333333333333333,0.4,1.0999999999999999,2.0,0.42857142857142855,0.7142857142857143,12,17,29,1.4,2.4,6.4,6.2
6,0.3333333333333333,0.5714285714285714,2.1999999999999997,2.6,0.42857142857142855,0.6363636363636364,24,23,47,2.4,1.6,5.6,4.8
2,0.25,0.0,3.8,0.8,0.42105263157894735,0.4,41,9,50,2.8,0.4,6.2,3.2
3,0.2,0.5,2.0,1.3,0.3125,0.5714285714285714,26,12,38,1.6,0.8,4.8,2.6
1,0.2,0.0,2.1,0.9000000000000001,0.29411764705882354,0.2,28,12,40,1.2,0.6,6.2,5.4
3,0.75,0.0,1.7,2.3,0.3333333333333333,0.45454545454545453,21,24,45,1.0,1.0,6.0,3.6
1,0.0,0.2,1.0,2.0,0.4,0.38461538461538464,11,23,34,1.2,0.6,5.8,2.4
0,0.0,0.0,0.9,1.8,0.5,0.35714285714285715,9,22,31,0.8,0.4,4.2,6.8
2,0.125,0.25,3.3,1.5,0.4444444444444444,0.5714285714285714,35,14,49,1.8,0.2,8.2,5.0
2,0.10526315789473684,0.0,6.9,1.0999999999999999,0.76,0.75,56,9,65,1.8,0.4,8.6,3.8
4,0.25,0.2857142857142857,3.4,2.9000000000000004,0.36363636363636365,0.5,40,29,69,0.8,1.4,4.6,4.2
3,0.4,0.3333333333333333,1.9,1.2,0.29411764705882354,0.42857142857142855,26,13,39,2.2,1.2,5.4,2.0
2,0.2857142857142857,0.0,3.0,2.8,0.5833333333333334,0.5714285714285714,28,26,54,0.8,0.4,7.6,4.2
2,0.3333333333333333,0.0,2.4,1.2999999999999998,0.4,0.3333333333333333,27,16,43,2.0,1.4,8.4,5.0
4,0.16666666666666666,0.42857142857142855,2.6999999999999997,2.3000000000000003,0.5,0.875,27,17,44,0.4,0.8,5.6,4.8
2,0.0,0.5,3.2,1.6,0.5714285714285714,0.5714285714285714,30,15,45,1.2,2.0,5.8,6.2
2,0.0,0.2857142857142857,2.5999999999999996,2.3000000000000003,0.35294117647058826,0.7,31,19,50,0.2,0.6,5.6,5.4
2,0.2222222222222222,0.0,3.3,0.5,0.5625,0.2,31,8,39,1.4,0.4,4.2,1.6
3,0.0,0.6,1.5,2.2,0.2727272727272727,0.45454545454545453,20,23,43,1.0,0.8,6.6,2.8
3,0.4,0.5,2.5,0.9,0.5555555555555556,0.3333333333333333,24,11,35,0.8,0.2,4.4,2.0
4,0.5,0.4,1.7,1.8,0.6666666666666666,0.7142857142857143,15,15,30,1.2,0.8,6.2,3.4
4,0.0,0.5714285714285714,0.7,3.0,0.6666666666666666,0.7,6,26,32,1.2,1.2,4.0,4.0
2,0.2857142857142857,0.0,3.1,0.7,0.4666666666666667,0.3333333333333333,32,9,41,0.8,0.8,12.2,4.0
4,0.25,0.6,1.6,2.4,0.4444444444444444,0.3333333333333333,17,29,46,1.4,0.6,3.6,4.8
4,0.42857142857142855,0.2,2.9000000000000004,2.3,0.6363636363636364,0.38461538461538464,26,26,52,1.4,1.2,6.6,4.4
0,0.0,0.0,2.0999999999999996,1.4,0.5,0.3333333333333333,21,18,39,1.2,1.6,3.8,4.2
2,0.2,0.5,2.1,0.7,0.625,0.2857142857142857,19,10,29,2.2,1.0,6.2,6.8
3,0.25,0.5,3.6,1.0,0.34782608695652173,0.6666666666666666,43,9,52,2.8,1.2,6.8,4.4
3,0.15384615384615385,0.2,4.4,2.2,0.7647058823529411,0.5,35,22,57,1.6,0.6,5.4,3.0
4,0.0,0.5,1.3,2.7,0.2857142857142857,0.5333333333333333,16,26,42,0.4,0.4,6.0,6.8
2,0.25,0.0,2.7,3.1,2.0,2.6666666666666665,15,18,33,1.0,0.6,4.8,4.4
3,0.2,0.6666666666666666,2.3,1.0999999999999999,0.45454545454545453,0.3333333333333333,24,14,38,1.6,2.0,8.4,6.4
3,0.0,1.5,3.3,0.6,0.47058823529411764,0.3333333333333333,34,8,42,1.8,1.2,8.8,2.4
3,0.4,0.3333333333333333,2.0,1.2,0.625,0.6,18,11,29,1.4,1.0,6.2,3.6
1,0.125,0.0,3.1,2.1,0.5714285714285714,0.5555555555555556,29,20,49,2.4,0.6,5.8,3.0
1,0.2,0.0,2.4,0.9,0.35714285714285715,0.3333333333333333,28,11,39,1.8,1.4,5.4,4.6
3,0.1111111111111111,0.6666666666666666,3.1999999999999997,0.9999999999999999,0.6,0.375,29,12,41,1.4,1.2,3.4,4.4
6,0.3076923076923077,0.5,4.8,1.4,0.4642857142857143,0.4444444444444444,50,15,65,2.6,1.0,7.6,6.0
5,0.5,0.5,1.5,2.0999999999999996,0.3076923076923077,0.75,20,17,37,0.4,0.4,6.6,3.2
4,0.3,0.3333333333333333,3.3,1.4,0.5555555555555556,0.5,31,14,45,0.2,0.4,5.4,3.8
1,0.1111111111111111,0.0,3.3,1.2,0.6428571428571429,0.5,29,12,41,1.0,1.2,7.0,4.4
2,0.3333333333333333,0.0,2.3,1.8,0.6,0.5714285714285714,21,17,38,1.0,0.4,3.2,2.4
5,0.2857142857142857,0.5,2.3000000000000003,2.3,0.7,0.6,19,21,40,2.0,1.2,6.4,5.8
3,1.0,0.4,0.8,1.9,0.25,0.4166666666666667,10,21,31,1.0,1.2,3.6,3.6
3,0.14285714285714285,0.16666666666666666,4.9,2.3,0.7,0.46153846153846156,41,24,65,1.4,1.0,5.0,3.6
6,0.6,0.375,2.0,3.1,0.4166666666666667,0.7272727272727273,22,26,48,1.6,1.4,4.2,4.2
3,0.0,0.3,0.5,3.5,0.2,0.625,8,31,39,1.2,1.6,4.6,5.4
5,0.5,0.5,3.4,0.6,0.8,0.5,28,6,34,1.6,0.6,8.6,3.6
0,0.0,0.0,1.0,1.4,0.2222222222222222,1.0,15,11,26,1.6,0.4,5.8,3.8
2,0.2222222222222222,0.0,3.0,1.7,0.6,0.25,27,23,50,1.4,0.6,5.2,3.8
1,0.0,0.5,1.3,0.9,0.1111111111111111,0.5,20,9,29,1.8,0.6,5.0,5.2
2,0.4,0.0,1.7,0.9,0.38461538461538464,0.3333333333333333,20,11,31,1.6,1.2,5.6,5.0
3,0.0,0.42857142857142855,2.4000000000000004,2.6,0.26666666666666666,0.4666666666666667,31,27,58,1.6,1.8,4.2,1.8
2,0.16666666666666666,0.25,2.0999999999999996,1.4,0.46153846153846156,0.6666666666666666,22,12,34,3.0,1.4,8.0,3.8
2,0.1,0.2,3.4,2.3,0.625,0.5555555555555556,30,22,52,0.8,0.8,5.6,5.0
2,0.0,0.2857142857142857,3.6,2.7,0.6666666666666666,0.5833333333333334,31,25,56,0.8,2.0,4.2,6.0
4,0.375,0.2,3.0,1.9,0.5714285714285714,0.7142857142857143,28,16,44,1.4,1.0,7.0,3.8
2,0.0,0.3333333333333333,1.9,2.5,0.36363636363636365,0.46153846153846156,22,26,48,1.0,1.2,5.2,6.0
3,0.5,0.2222222222222222,1.0,3.3,0.3333333333333333,0.6428571428571429,12,29,41,1.2,1.2,3.2,5.0
3,0.2222222222222222,0.25,3.1999999999999997,1.4,0.5,0.5714285714285714,32,13,45,2.0,0.4,5.0,3.8
2,0.2222222222222222,0.0,3.4,1.7,0.5625,0.7142857142857143,32,14,46,1.0,2.0,13.2,5.8
1,0.1111111111111111,0.0,3.6999999999999997,3.1,0.5625,0.5833333333333334,35,29,64,0.4,1.0,6.6,3.6
2,0.0,0.4,1.2999999999999998,2.1,0.16666666666666666,0.5555555555555556,25,20,45,0.4,1.2,3.8,5.2
1,0.16666666666666666,0.0,3.0,0.8999999999999999,0.3,0.75,38,7,45,1.4,0.4,5.0,3.0
1,0.0,0.3333333333333333,2.6,1.0999999999999999,0.45454545454545453,0.5,27,11,38,0.8,0.8,6.4,3.8
0,0.0,0.0,1.4,1.8,0.42857142857142855,0.5714285714285714,15,17,32,1.2,2.0,3.8,5.0
3,0.2857142857142857,0.16666666666666666,2.3000000000000003,3.0999999999999996,0.7,0.35294117647058826,19,36,55,2.0,1.4,5.2,4.2
2,0.0,0.2,1.9,3.0,0.26666666666666666,0.9090909090909091,26,21,47,1.8,1.4,5.2,5.2
2,0.2,0.3333333333333333,1.9,1.0999999999999999,0.7142857142857143,0.2727272727272727,16,16,32,1.4,0.4,6.2,4.8
3,0.5,0.3333333333333333,2.3,1.0999999999999999,0.5714285714285714,0.75,22,9,31,2.0,2.0,9.4,5.8
5,0.75,0.6666666666666666,1.8,1.0999999999999999,0.6666666666666666,0.5,16,11,27,1.2,1.2,5.4,5.2
2,0.14285714285714285,0.1111111111111111,2.7,3.3,0.7,0.6428571428571429,23,29,52,1.6,2.0,5.2,2.6
3,0.4,0.3333333333333333,2.3,1.5,0.38461538461538464,0.3333333333333333,26,18,44,1.2,0.8,5.6,2.6
6,0.4444444444444444,0.5,3.3,1.4,0.47368421052631576,0.4444444444444444,34,15,49,1.2,1.2,6.2,3.8
3,0.6,0.0,1.7,1.2,0.4166666666666667,0.5,19,12,31,2.0,0.8,6.8,6.2
1,0.0,0.2,3.0999999999999996,1.6,0.5454545454545454,0.5,30,16,46,3.0,0.4,8.2,4.8
5,0.2727272727272727,0.2857142857142857,4.1,2.6,0.6470588235294118,0.4117647058823529,36,29,65,1.0,0.8,5.8,5.2
3,0.25,0.0,4.1,0.9999999999999999,0.75,0.25,33,16,49,0.6,0.4,4.4,4.0
3,0.2857142857142857,0.14285714285714285,3.0,2.3000000000000003,0.4666666666666667,0.6363636363636364,31,20,51,1.8,1.4,5.4,3.8
4,0.25,0.2857142857142857,3.0,2.7,0.5,0.5,30,27,57,2.0,1.8,6.2,4.8
7,0.6666666666666666,0.14285714285714285,3.5999999999999996,2.8000000000000003,0.5,0.5384615384615384,36,27,63,1.2,0.6,11.4,2.8
3,0.6666666666666666,0.16666666666666666,1.2999999999999998,2.1999999999999997,0.21428571428571427,0.6666666666666666,21,19,40,0.8,1.0,6.8,4.6
0,0.0,0.0,1.0,1.1,0.16666666666666666,0.125,18,17,35,1.0,1.6,6.6,4.4
4,0.0,0.2857142857142857,4.0,5.2,0.8333333333333334,0.875,32,40,72,2.0,1.6,3.8,4.0
0,0.0,0.0,3.0,1.2,0.4666666666666667,0.3,31,16,47,1.0,0.8,6.0,3.6
2,0.5,0.16666666666666666,0.9,2.9,0.2857142857142857,0.46153846153846156,12,30,42,1.2,1.6,3.4,6.2
4,0.25,0.5,2.9,1.8,0.4444444444444444,0.36363636363636365,31,21,52,2.0,1.0,5.2,3.4
4,0.2727272727272727,0.2,4.5,2.0,0.4583333333333333,0.625,47,18,65,2.2,0.2,11.4,2.6
3,1.0,0.6666666666666666,1.1,1.6,0.3333333333333333,0.3333333333333333,12,19,31,0.4,2.2,7.6,4.4
3,0.2857142857142857,0.2,2.6,2.1,0.3684210526315789,0.45454545454545453,31,22,53,0.2,1.0,3.8,5.0
3,0.6,0.0,2.0,0.4,0.5555555555555556,0.2,19,7,26,1.0,1.4,6.4,5.4
5,0.42857142857142855,0.4,2.8000000000000003,2.0,0.6363636363636364,0.625,25,18,43,1.0,1.4,7.0,4.6
4,1.0,0.16666666666666666,1.2,2.4,0.3333333333333333,0.4,15,27,42,1.2,1.0,4.4,5.0
3,0.25,0.2222222222222222,1.6,3.0999999999999996,0.5,0.75,16,25,41,1.6,1.0,5.0,3.4
3,0.6666666666666666,0.25,1.2999999999999998,2.2,0.42857142857142855,0.2857142857142857,14,28,42,1.2,0.0,3.8,0.0
2,0.3333333333333333,0.0,2.8,2.0999999999999996,0.375,0.5454545454545454,32,20,52,2.8,0.2,10.4,3.0
5,0.0,0.625,0.6000000000000001,2.9,0.16666666666666666,0.4444444444444444,10,31,41,1.6,0.0,6.2,0.0
3,0.3333333333333333,0.3333333333333333,2.3,1.2,0.6666666666666666,1.0,20,9,29,2.2,0.8,5.6,6.0
4,0.0,0.4444444444444444,0.8,3.3,0.3333333333333333,0.6428571428571429,10,29,39,0.6,1.6,4.2,5.0
1,0.16666666666666666,0.0,1.9,1.3,0.5,0.4,19,15,34,1.4,1.6,5.6,8.0
0,0.0,0.0,1.2000000000000002,1.1,0.25,0.18181818181818182,16,18,34,1.6,1.4,4.0,3.8
2,0.125,0.3333333333333333,3.6,1.6,0.6153846153846154,0.3333333333333333,33,19,52,1.4,0.8,6.6,4.6
5,0.5,0.4,2.4,1.9,0.5,0.625,24,17,41,1.8,0.0,10.2,0.0
2,0.09090909090909091,0.5,4.1,0.6,0.6111111111111112,0.2857142857142857,37,9,46,2.0,1.4,4.8,3.6
3,0.2,1.0,2.5,0.8,0.35714285714285715,0.4,29,9,38,2.2,1.8,9.4,3.8
1,0.3333333333333333,0.0,1.4,1.4,0.23076923076923078,0.36363636363636365,21,17,38,0.0,2.0,0.0,3.0
4,0.16666666666666666,0.5,7.3,0.8,0.6,1.0,67,6,73,1.8,0.6,6.6,4.2
4,0.4,0.2857142857142857,1.8,2.9000000000000004,0.4166666666666667,0.3888888888888889,20,33,53,0.0,1.0,0.0,4.6
2,0.4,0.0,2.3,1.7999999999999998,0.38461538461538464,0.375,26,20,46,0.0,1.4,0.0,3.6
4,0.36363636363636365,0.0,4.2,0.0,0.55,0.0,40,2,42,1.8,0.4,10.4,3.2
3,0.2857142857142857,0.2,2.4000000000000004,2.1,0.5833333333333334,0.4166666666666667,22,23,45,2.0,1.4,3.0,2.2
2,0.4,0.0,1.8,0.9000000000000001,0.7142857142857143,0.2,15,12,27,2.0,1.6,5.6,3.2
0,0.0,0.0,1.4000000000000001,0.9,0.1,0.2222222222222222,22,14,36,2.0,0.6,8.0,4.0
1,0.0,0.16666666666666666,3.9,1.9,0.6470588235294118,0.46153846153846156,34,20,54,1.8,0.8,9.0,4.8
2,0.0,1.0,1.2000000000000002,0.8,0.25,0.2857142857142857,16,11,27,1.2,2.2,6.8,5.8
0,0.0,0.0,1.4,2.0,0.2727272727272727,0.4,19,22,41,1.2,1.8,5.2,3.2
2,0.25,0.14285714285714285,1.7,2.6,0.36363636363636365,0.5384615384615384,20,25,45,1.8,1.2,6.0,5.6
2,0.16666666666666666,0.3333333333333333,2.8,1.2999999999999998,0.375,0.5,32,13,45,1.4,0.6,6.4,4.4
3,0.5,0.14285714285714285,1.6,2.7,0.36363636363636365,0.3888888888888889,19,31,50,1.0,2.4,5.0,4.6
2,0.2,0.09090909090909091,2.0,3.9,0.5,0.7857142857142857,20,31,51,1.2,2.4,8.2,5.6
0,0.0,0.0,1.2,1.6,0.5,0.4,12,18,30,1.2,1.0,3.4,5.4
0,0.0,0.0,2.5,1.7,0.5454545454545454,0.5,24,17,41,3.0,5.0,9.6,5.0
2,0.14285714285714285,0.1111111111111111,2.7,3.0,0.5833333333333334,0.6923076923076923,25,25,50,1.2,1.4,6.0,7.2
4,0.14285714285714285,0.42857142857142855,2.8000000000000003,2.1,0.5833333333333334,0.7,26,17,43,2.2,1.2,5.4,4.2
5,0.4444444444444444,1.0,3.3,0.5,0.5,0.2,33,8,41,2.0,1.4,8.6,3.0
5,0.25,0.8,1.5,1.8,0.5,0.625,15,16,31,0.6,0.8,3.8,5.8
1,0.25,0.0,1.6,2.2,0.36363636363636365,0.4,19,24,43,1.4,1.0,4.8,10.0
2,0.25,0.2,1.7,2.1,0.5714285714285714,0.3125,16,27,43,1.6,2.0,5.4,4.0
2,0.3333333333333333,0.0,2.0999999999999996,2.0999999999999996,0.3333333333333333,0.4,27,24,51,1.0,0.2,4.2,3.4
1,0.0,0.16666666666666666,0.30000000000000004,1.9999999999999998,0.0,0.6,7,18,25,1.5,0.2,4.5,2.8
5,0.2222222222222222,0.5,3.5,2.5999999999999996,0.6,0.5,32,26,58,1.2,0.4,3.8,2.8
4,0.2,0.3333333333333333,1.9,2.9,0.45454545454545453,0.6923076923076923,20,24,44,1.8,2.4,4.6,5.6
4,0.3333333333333333,0.5,1.2999999999999998,2.3,0.5,0.5454545454545454,13,22,35,1.0,1.8,9.5,6.2
2,0.4,0.0,2.3,0.4,0.38461538461538464,0.2,26,7,33,0.8,0.6,3.8,5.6
7,0.5,0.42857142857142855,3.2,2.6,0.5333333333333333,0.7,31,22,53,1.2,1.4,7.0,5.8
0,0.0,0.0,1.9,0.9,0.375,0.5,21,9,30,1.6,0.8,5.0,4.8
2,0.0,0.2222222222222222,2.0,3.5999999999999996,0.4444444444444444,0.45,21,38,59,1.4,1.4,5.2,4.0
2,0.1,0.25,3.6,2.5,0.5,0.6666666666666666,36,23,59,1.6,0.5,9.0,10.0
5,0.5,0.75,1.8,1.8,0.36363636363636365,0.6666666666666666,21,16,37,1.0,1.8,3.8,4.4
3,0.2,0.3333333333333333,1.9,1.9999999999999998,0.5,0.46153846153846156,19,21,40,1.2,1.4,6.4,3.8
2,0.125,0.2,3.4,1.7,0.4,0.5,38,17,55,2.0,2.5,3.0,5.0
3,0.125,0.3333333333333333,3.5,2.1999999999999997,0.5714285714285714,0.46153846153846156,33,23,56,1.6,1.6,4.0,3.0
2,0.08333333333333333,0.25,5.3,1.2,0.5217391304347826,0.5714285714285714,52,11,63,2.2,2.0,9.8,4.0
1,0.16666666666666666,0.0,2.3,2.5,0.46153846153846156,0.5,24,25,49,1.6666666666666667,1.2,5.333333333333333,3.0
0,0.0,0.0,1.9,1.0,0.4166666666666667,0.3333333333333333,21,12,33,1.2,1.5,6.2,5.0
1,0.16666666666666666,0.0,1.9999999999999998,2.0,0.42857142857142855,0.45454545454545453,22,21,43,2.2,1.4,5.2,3.2
4,0.5,0.0,3.2,0.7,0.6153846153846154,0.125,29,13,42,2.4,1.0,7.4,6.4
4,0.15384615384615385,0.4,4.8,2.3,0.5909090909090909,0.38461538461538464,44,26,70,1.4,1.0,5.6,4.0
4,0.6666666666666666,1.0,1.7,0.8,0.375,0.5,19,8,27,1.0,1.2,8.4,4.2
3,0.3,0.0,3.9,0.9,0.5263157894736842,0.2222222222222222,38,14,52,2.6,0.6,9.0,3.8
3,0.3333333333333333,0.0,3.6999999999999997,2.2,0.5294117647058824,0.625,36,20,56,1.2,1.2,5.4,4.8
4,0.25,0.6,1.4,1.8,0.3333333333333333,0.45454545454545453,18,19,37,1.0,1.2,6.8,3.8
1,0.16666666666666666,0.0,2.8,0.7,0.5,1.0,28,5,33,1.8,0.8,6.2,3.8
2,0.0,0.2857142857142857,3.2,2.5,0.5333333333333333,0.5,31,25,56,1.0,0.8,4.0,4.8
2,0.16666666666666666,0.0,3.9999999999999996,2.1999999999999997,0.8571428571428571,0.6666666666666666,30,19,49,0.8,0.8,5.8,2.8
2,0.0,0.3333333333333333,1.7,2.3,0.7142857142857143,0.5454545454545454,14,22,36,1.2,2.0,4.4,6.0
5,0.45454545454545453,0.0,4.1,1.9,0.6111111111111112,0.3333333333333333,37,24,61,1.6,0.4,5.0,4.8
4,0.3333333333333333,0.75,1.5,1.2,0.6,0.5,14,12,26,1.0,0.4,4.4,2.2
8,1.0,0.5555555555555556,1.2999999999999998,3.4,0.42857142857142855,0.5,14,34,48,1.4,1.6,4.6,5.6
2,1.0,0.0,0.8,1.1,0.4,0.25,9,13,22,1.2,0.6666666666666666,6.0,11.0
2,1.0,0.3333333333333333,0.8,1.6,0.25,0.3333333333333333,10,19,29,1.0,1.8,7.666666666666667,4.6
3,0.16666666666666666,0.2857142857142857,2.8,2.9000000000000004,0.5454545454545454,0.6363636363636364,27,26,53,1.6,1.4,8.4,5.4
2,0.0,1.0,1.6,0.6,0.42857142857142855,0.3333333333333333,17,8,25,1.8,2.4,7.4,5.0
4,0.0,0.5,1.6,3.2,0.3333333333333333,0.5333333333333333,19,31,50,0.75,1.2,5.0,5.6
